"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"SAP_0_F","School age population, early childhood education, female (number)","40613","Asia (South-eastern)","2010","2010",23038088,,
"SAP_0_F","School age population, early childhood education, female (number)","40614","Asia (Western)","2010","2010",7900666,"‡","UIS Estimation"
"SAP_0_F","School age population, early childhood education, female (number)","MHL","Marshall Islands","2010","2010",1606,,
"SAP_0_F","School age population, early childhood education, female (number)","BLZ","Belize","2010","2010",7651,,
"SAP_0_M","School age population, early childhood education, male (number)","HND","Honduras","2010","2010",319828,,
"SAP_0_F","School age population, early childhood education, female (number)","PSE","Palestine","2010","2010",111462,,
"SAP_0_M","School age population, early childhood education, male (number)","KGZ","Kyrgyzstan","2010","2010",206048,,
"SAP_0_F","School age population, early childhood education, female (number)","CMR","Cameroon","2010","2010",616921,,
"SAP_0_M","School age population, early childhood education, male (number)","DZA","Algeria","2010","2010",304093,,
"SAP_0_M","School age population, early childhood education, male (number)","CIV","Côte d'Ivoire","2010","2010",947590,,
"SAP_0_M","School age population, early childhood education, male (number)","CHN","China","2010","2010",26611797,,
"SAP_0_F","School age population, early childhood education, female (number)","VAT","Holy See","2010","2010",,"a","Category not applicable"
"SAP_0_F","School age population, early childhood education, female (number)","SUR","Suriname","2010","2010",10151,,
"SAP_0_F","School age population, early childhood education, female (number)","40550","Small Island Developing States","2010","2010",1642386,,
"SAP_0_F","School age population, early childhood education, female (number)","PRY","Paraguay","2010","2010",330698,,
"SAP_0_F","School age population, early childhood education, female (number)","SLE","Sierra Leone","2010","2010",294339,,
"SAP_0_M","School age population, early childhood education, male (number)","40656","Oceania (excl. Australia/New Zealand)","2010","2010",172794,,
"SAP_0_F","School age population, early childhood education, female (number)","LVA","Latvia","2010","2010",63259,"+","National Estimation"
"SAP_0_F","School age population, early childhood education, female (number)","GEO","Georgia","2010","2010",65399,,
"SAP_0_F","School age population, early childhood education, female (number)","VEN","Venezuela (Bolivarian Republic of)","2010","2010",1410744,,
"SAP_0_F","School age population, early childhood education, female (number)","SMR","San Marino","2010","2010",414,,
"SAP_0_F","School age population, early childhood education, female (number)","ERI","Eritrea","2010","2010",83242,,
"SAP_0_M","School age population, early childhood education, male (number)","BOL","Bolivia (Plurinational State of)","2010","2010",242475,,
"SAP_0_M","School age population, early childhood education, male (number)","BLR","Belarus","2010","2010",192010,,
"SAP_0_M","School age population, early childhood education, male (number)","40619","Asia (Eastern and South-eastern)","2010","2010",55457349.75,,
"SAP_0_F","School age population, early childhood education, female (number)","LTU","Lithuania","2010","2010",83787,"+","National Estimation"
"SAP_0_F","School age population, early childhood education, female (number)","NZL","New Zealand","2010","2010",89274,,
"SAP_0_F","School age population, early childhood education, female (number)","IND","India","2010","2010",36504195,,
"SAP_0_F","School age population, early childhood education, female (number)","CAF","Central African Republic","2010","2010",205416,,
"SAP_0_M","School age population, early childhood education, male (number)","KOR","Republic of Korea","2010","2010",1175913,,
"SAP_0_F","School age population, early childhood education, female (number)","NIU","Niue","2010","2010",55,,
"SAP_0_M","School age population, early childhood education, male (number)","GUY","Guyana","2010","2010",15327,,
"SAP_0_M","School age population, early childhood education, male (number)","AGO","Angola","2010","2010",387519,,
"SAP_0_M","School age population, early childhood education, male (number)","MKD","North Macedonia","2010","2010",60209,,
"SAP_0_F","School age population, early childhood education, female (number)","40616","Asia (Southern)","2010","2010",52155929,,
"SAP_0_F","School age population, early childhood education, female (number)","COM","Comoros","2010","2010",29102,,
"SAP_0_M","School age population, early childhood education, male (number)","CYP","Cyprus","2010","2010",13706,"+","National Estimation"
"SAP_0_F","School age population, early childhood education, female (number)","40530","Central and Eastern Europe","2010","2010",9917290.53846,,
"SAP_0_F","School age population, early childhood education, female (number)","SWE","Sweden","2010","2010",311016,,
"SAP_0_F","School age population, early childhood education, female (number)","BTN","Bhutan","2010","2010",13466,,
"SAP_0_F","School age population, early childhood education, female (number)","TGO","Togo","2010","2010",294620,,
"SAP_0_M","School age population, early childhood education, male (number)","IDN","Indonesia","2010","2010",14274300,,
"SAP_0_M","School age population, early childhood education, male (number)","CAN","Canada","2010","2010",552594,,
"SAP_0_M","School age population, early childhood education, male (number)","MAC","China, Macao Special Administrative Region","2010","2010",5650,,
"SAP_0_F","School age population, early childhood education, female (number)","SYR","Syrian Arab Republic","2010","2010",812301,,
"SAP_0_F","School age population, early childhood education, female (number)","BFA","Burkina Faso","2010","2010",757355,,
"SAP_0_F","School age population, early childhood education, female (number)","GNB","Guinea-Bissau","2010","2010",66569,,
"SAP_0_M","School age population, early childhood education, male (number)","AUT","Austria","2010","2010",241927,,
"SAP_0_F","School age population, early childhood education, female (number)","BWA","Botswana","2010","2010",72587,,
"SAP_0_M","School age population, early childhood education, male (number)","MLT","Malta","2010","2010",3855,,
"SAP_0_F","School age population, early childhood education, female (number)","CUB","Cuba","2010","2010",359579,,
"SAP_0_F","School age population, early childhood education, female (number)","SLB","Solomon Islands","2010","2010",22138,,
"SAP_0_F","School age population, early childhood education, female (number)","KEN","Kenya","2010","2010",1941635,,
"SAP_0_M","School age population, early childhood education, male (number)","LCA","Saint Lucia","2010","2010",4633,,
"SAP_0_F","School age population, early childhood education, female (number)","STP","Sao Tome and Principe","2010","2010",14375,,
"SAP_0_M","School age population, early childhood education, male (number)","GIB","Gibraltar","2010","2010",238,,
"SAP_0_M","School age population, early childhood education, male (number)","AZE","Azerbaijan","2010","2010",341673,"+","National Estimation"
"SAP_0_F","School age population, early childhood education, female (number)","AUS","Australia","2010","2010",561020,,
"SAP_0_M","School age population, early childhood education, male (number)","FJI","Fiji","2010","2010",26509,,
"SAP_0_F","School age population, early childhood education, female (number)","RUS","Russian Federation","2010","2010",3614051,,
"SAP_0_F","School age population, early childhood education, female (number)","40044","Low income countries","2010","2010",23616709,,
"SAP_0_F","School age population, early childhood education, female (number)","VNM","Viet Nam","2010","2010",4034563,,
"SAP_0_F","School age population, early childhood education, female (number)","DOM","Dominican Republic","2010","2010",292899,"+","National Estimation"
"SAP_0_F","School age population, early childhood education, female (number)","TCD","Chad","2010","2010",625634,,
"SAP_0_F","School age population, early childhood education, female (number)","MLI","Mali","2010","2010",995375,,
"SAP_0_M","School age population, early childhood education, male (number)","LSO","Lesotho","2010","2010",71877,,
"SAP_0_F","School age population, early childhood education, female (number)","VCT","Saint Vincent and the Grenadines","2010","2010",1697,,
"SAP_0_M","School age population, early childhood education, male (number)","GNQ","Equatorial Guinea","2010","2010",37851,,
"SAP_0_M","School age population, early childhood education, male (number)","DJI","Djibouti","2010","2010",20448,,
"SAP_0_F","School age population, early childhood education, female (number)","IRQ","Iraq","2010","2010",825870,,
"SAP_0_M","School age population, early childhood education, male (number)","ARG","Argentina","2010","2010",2200448,,
"SAP_0_F","School age population, early childhood education, female (number)","40334","Least Developed Countries","2010","2010",35195527,,
"SAP_0_M","School age population, early childhood education, male (number)","KHM","Cambodia","2010","2010",993957,,
"SAP_0_F","School age population, early childhood education, female (number)","BLR","Belarus","2010","2010",181732,,
"SAP_0_F","School age population, early childhood education, female (number)","GMB","Gambia","2010","2010",141022,,
"SAP_0_F","School age population, early childhood education, female (number)","GUY","Guyana","2010","2010",15521,,
"SAP_0_F","School age population, early childhood education, female (number)","LKA","Sri Lanka","2010","2010",355799,,
"SAP_0_M","School age population, early childhood education, male (number)","CZE","Czechia","2010","2010",158914,,
"SAP_0_F","School age population, early childhood education, female (number)","CHE","Switzerland","2010","2010",72115,,
"SAP_0_M","School age population, early childhood education, male (number)","AFG","Afghanistan","2010","2010",498324,,
"SAP_0_M","School age population, early childhood education, male (number)","40535","South and West Asia","2010","2010",57480956,,
"SAP_0_M","School age population, early childhood education, male (number)","KIR","Kiribati","2010","2010",3592,,
"SAP_0_F","School age population, early childhood education, female (number)","BDI","Burundi","2010","2010",256709,,
"SAP_0_M","School age population, early childhood education, male (number)","COK","Cook Islands","2010","2010",347,,
"SAP_0_F","School age population, early childhood education, female (number)","40043","Upper middle income countries","2010","2010",69866830,,
"SAP_0_F","School age population, early childhood education, female (number)","COD","Democratic Republic of the Congo","2010","2010",3183122,,
"SAP_0_F","School age population, early childhood education, female (number)","FSM","Micronesia (Federated States of)","2010","2010",3475,,
"SAP_0_F","School age population, early childhood education, female (number)","KGZ","Kyrgyzstan","2010","2010",198052,,
"SAP_0_F","School age population, early childhood education, female (number)","MAC","China, Macao Special Administrative Region","2010","2010",5309,,
"SAP_0_F","School age population, early childhood education, female (number)","40617","Western Asia and Northern Africa","2010","2010",11888354,,
"SAP_0_M","School age population, early childhood education, male (number)","ETH","Ethiopia","2010","2010",4084784,,
"SAP_0_M","School age population, early childhood education, male (number)","40612","Asia (Central)","2010","2010",2339137,,
"SAP_0_F","School age population, early childhood education, female (number)","SLV","El Salvador","2010","2010",416474,,
"SAP_0_F","School age population, early childhood education, female (number)","CRI","Costa Rica","2010","2010",207330,,
"SAP_0_M","School age population, early childhood education, male (number)","BGD","Bangladesh","2010","2010",4799292,,
"SAP_0_F","School age population, early childhood education, female (number)","UZB","Uzbekistan","2010","2010",1004274,,
"SAP_0_F","School age population, early childhood education, female (number)","CAN","Canada","2010","2010",520594,,
"SAP_0_F","School age population, early childhood education, female (number)","ABW","Aruba","2010","2010",1313,,
"SAP_0_M","School age population, early childhood education, male (number)","BMU","Bermuda","2010","2010",363,,
"SAP_0_F","School age population, early childhood education, female (number)","KNA","Saint Kitts and Nevis","2010","2010",1419,,
"SAP_0_M","School age population, early childhood education, male (number)","ECU","Ecuador","2010","2010",474582,,
"SAP_0_F","School age population, early childhood education, female (number)","BHR","Bahrain","2010","2010",43010,,
"SAP_0_M","School age population, early childhood education, male (number)","GIN","Guinea","2010","2010",830446,,
"SAP_0_M","School age population, early childhood education, male (number)","MMR","Myanmar","2010","2010",2540833,,
"SAP_0_F","School age population, early childhood education, female (number)","MWI","Malawi","2010","2010",711469,,
"SAP_0_F","School age population, early childhood education, female (number)","NER","Niger","2010","2010",838137,,
"SAP_0_M","School age population, early childhood education, male (number)","40603","Africa (Northern)","2010","2010",4194012,,
"SAP_0_F","School age population, early childhood education, female (number)","THA","Thailand","2010","2010",1983593,,
"SAP_0_F","School age population, early childhood education, female (number)","40618","Asia (Central and Southern)","2010","2010",54385082,,
"SAP_0_M","School age population, early childhood education, male (number)","BGR","Bulgaria","2010","2010",139427,,
"SAP_0_F","School age population, early childhood education, female (number)","SVK","Slovakia","2010","2010",76844,,
"SAP_0_F","School age population, early childhood education, female (number)","40330","Landlocked Developing Countries","2010","2010",17273764.5,,
"SAP_0_M","School age population, early childhood education, male (number)","LIE","Liechtenstein","2010","2010",372,"+","National Estimation"
"SAP_0_M","School age population, early childhood education, male (number)","40520","Latin America and the Caribbean","2010","2010",21886239,,
"SAP_0_M","School age population, early childhood education, male (number)","FRA","France","2010","2010",1231877,"+","National Estimation"
"SAP_0_F","School age population, early childhood education, female (number)","CPV","Cabo Verde","2010","2010",15707,,
"SAP_0_M","School age population, early childhood education, male (number)","LAO","Lao People's Democratic Republic","2010","2010",471274,,
"SAP_0_F","School age population, early childhood education, female (number)","40525","Arab States","2010","2010",8391406,,
"SAP_0_M","School age population, early childhood education, male (number)","COL","Colombia","2010","2010",1233940,,
"SAP_0_M","School age population, early childhood education, male (number)","JOR","Jordan","2010","2010",185897,,
"SAP_0_F","School age population, early childhood education, female (number)","BRN","Brunei Darussalam","2010","2010",9526,,
"SAP_0_F","School age population, early childhood education, female (number)","NAM","Namibia","2010","2010",129121,,
"SAP_0_F","School age population, early childhood education, female (number)","TUV","Tuvalu","2010","2010",366,,
"SAP_0_F","School age population, early childhood education, female (number)","MNG","Mongolia","2010","2010",94976,,
"SAP_0_F","School age population, early childhood education, female (number)","JOR","Jordan","2010","2010",179307,,
"SAP_0_M","School age population, early childhood education, male (number)","40616","Asia (Southern)","2010","2010",57480956,,
"SAP_0_F","School age population, early childhood education, female (number)","VUT","Vanuatu","2010","2010",5851,,
"SAP_0_F","School age population, early childhood education, female (number)","IRL","Ireland","2010","2010",30259,"+","National Estimation"
"SAP_0_F","School age population, early childhood education, female (number)","CIV","Côte d'Ivoire","2010","2010",941259,,
"SAP_0_M","School age population, early childhood education, male (number)","LUX","Luxembourg","2010","2010",8965,,
"SAP_0_M","School age population, early childhood education, male (number)","GEO","Georgia","2010","2010",73436,,
"SAP_0_F","School age population, early childhood education, female (number)","MKD","North Macedonia","2010","2010",56805,,
"SAP_0_F","School age population, early childhood education, female (number)","DJI","Djibouti","2010","2010",17207,,
"SAP_0_M","School age population, early childhood education, male (number)","GNB","Guinea-Bissau","2010","2010",67159,,
"SAP_0_F","School age population, early childhood education, female (number)","40619","Asia (Eastern and South-eastern)","2010","2010",50238065.5,,
"SAP_0_F","School age population, early childhood education, female (number)","IDN","Indonesia","2010","2010",13482467,,
"SAP_0_F","School age population, early childhood education, female (number)","NGA","Nigeria","2010","2010",12737269,,
"SAP_0_M","School age population, early childhood education, male (number)","40530","Central and Eastern Europe","2010","2010",10418300.61538,,
"SAP_0_F","School age population, early childhood education, female (number)","LCA","Saint Lucia","2010","2010",4524,,
"SAP_0_F","School age population, early childhood education, female (number)","MYS","Malaysia","2010","2010",493170,,
"SAP_0_M","School age population, early childhood education, male (number)","MDG","Madagascar","2010","2010",968126,,
"SAP_0_M","School age population, early childhood education, male (number)","BFA","Burkina Faso","2010","2010",784139,,
"SAP_0_F","School age population, early childhood education, female (number)","COG","Congo","2010","2010",188033,,
"SAP_0_F","School age population, early childhood education, female (number)","NLD","Netherlands","2010","2010",195659,,
"SAP_0_M","School age population, early childhood education, male (number)","EGY","Egypt","2010","2010",1834188,,
"SAP_0_M","School age population, early childhood education, male (number)","AIA","Anguilla","2010","2010",204,,
"SAP_0_F","School age population, early childhood education, female (number)","40656","Oceania (excl. Australia/New Zealand)","2010","2010",162106,,
"SAP_0_F","School age population, early childhood education, female (number)","TKL","Tokelau","2010","2010",20,,
"SAP_0_M","School age population, early childhood education, male (number)","CAF","Central African Republic","2010","2010",207990,,
"SAP_0_F","School age population, early childhood education, female (number)","BOL","Bolivia (Plurinational State of)","2010","2010",232425,,
"SAP_0_M","School age population, early childhood education, male (number)","IRN","Iran (Islamic Republic of)","2010","2010",587510,,
"SAP_0_M","School age population, early childhood education, male (number)","LVA","Latvia","2010","2010",66335,"+","National Estimation"
"SAP_0_F","School age population, early childhood education, female (number)","SOM","Somalia","2010","2010",611169,,
"SAP_0_F","School age population, early childhood education, female (number)","SWZ","Eswatini","2010","2010",42959,,
"SAP_0_F","School age population, early childhood education, female (number)","NRU","Nauru","2010","2010",356,,
"SAP_0_F","School age population, early childhood education, female (number)","BGR","Bulgaria","2010","2010",131402,,
"SAP_0_M","School age population, early childhood education, male (number)","GAB","Gabon","2010","2010",62587,,
"SAP_0_F","School age population, early childhood education, female (number)","DZA","Algeria","2010","2010",291832,,
"SAP_0_M","School age population, early childhood education, male (number)","MHL","Marshall Islands","2010","2010",1664,,
"SAP_0_F","School age population, early childhood education, female (number)","CYP","Cyprus","2010","2010",12928,"+","National Estimation"
"SAP_0_F","School age population, early childhood education, female (number)","GIB","Gibraltar","2010","2010",235,,
"SAP_0_F","School age population, early childhood education, female (number)","KIR","Kiribati","2010","2010",3371,,
"SAP_0_F","School age population, early childhood education, female (number)","TUN","Tunisia","2010","2010",231906,,
"SAP_0_F","School age population, early childhood education, female (number)","ARG","Argentina","2010","2010",2121199,,
"SAP_0_M","School age population, early childhood education, male (number)","40550","Small Island Developing States","2010","2010",1713964,,
"SAP_0_F","School age population, early childhood education, female (number)","KOR","Republic of Korea","2010","2010",1087689,,
"SAP_0_F","School age population, early childhood education, female (number)","AUT","Austria","2010","2010",229926,,
"SAP_0_M","School age population, early childhood education, male (number)","40614","Asia (Western)","2010","2010",8285673,"‡","UIS Estimation"
"SAP_0_F","School age population, early childhood education, female (number)","RWA","Rwanda","2010","2010",435408,,
"SAP_0_F","School age population, early childhood education, female (number)","LBY","Libya","2010","2010",114113,,
"SAP_0_M","School age population, early childhood education, male (number)","ITA","Italy","2010","2010",866080,,
"SAP_0_F","School age population, early childhood education, female (number)","40630","Latin America and the Caribbean","2010","2010",21003730,,
"SAP_0_F","School age population, early childhood education, female (number)","AZE","Azerbaijan","2010","2010",297658,"+","National Estimation"
"SAP_0_M","School age population, early childhood education, male (number)","ARM","Armenia","2010","2010",77991,,
"SAP_0_M","School age population, early childhood education, male (number)","ERI","Eritrea","2010","2010",86573,,
"SAP_0_F","School age population, early childhood education, female (number)","MLT","Malta","2010","2010",3648,,
"SAP_0_F","School age population, early childhood education, female (number)","POL","Poland","2010","2010",700649,,
"SAP_0_F","School age population, early childhood education, female (number)","CHN","China","2010","2010",22912585,,
"SAP_0_M","School age population, early childhood education, male (number)","CMR","Cameroon","2010","2010",626960,,
"SAP_0_F","School age population, early childhood education, female (number)","SDN","Sudan","2010","2010",1023728,,
"SAP_0_M","School age population, early childhood education, male (number)","40030","Middle income countries","2010","2010",169810461.75,,
"SAP_0_F","School age population, early childhood education, female (number)","SSD","South Sudan","2010","2010",423183,,
"SAP_0_F","School age population, early childhood education, female (number)","KHM","Cambodia","2010","2010",952427,,
"SAP_0_F","School age population, early childhood education, female (number)","BEN","Benin","2010","2010",275386,,
"SAP_0_M","School age population, early childhood education, male (number)","KWT","Kuwait","2010","2010",44926,,
"SAP_0_F","School age population, early childhood education, female (number)","HND","Honduras","2010","2010",306287,,
"SAP_0_M","School age population, early childhood education, male (number)","40515","East Asia and the Pacific","2010","2010",56176920,,
"SAP_0_F","School age population, early childhood education, female (number)","MOZ","Mozambique","2010","2010",1189574,,
"SAP_0_F","School age population, early childhood education, female (number)","SRB","Serbia","2010","2010",145116,"+","National Estimation"
"SAP_0","School age population, early childhood education, both sexes (number)","SLV","El Salvador","2010","2010",851497,,
"SAP_02","School age population, pre-primary education, both sexes (number)","NZL","New Zealand","2010","2010",119229,,
"SAP_0_M","School age population, early childhood education, male (number)","TGO","Togo","2010","2010",295482,,
"SAP_02_M","School age population, pre-primary education, male (number)","KIR","Kiribati","2010","2010",3592,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","MOZ","Mozambique","2010","2010",384953,,
"SAP_02_F","School age population, pre-primary education, female (number)","BDI","Burundi","2010","2010",256709,,
"SAP_1_F","School age population, primary education, female (number)","40603","Africa (Northern)","2010","2010",11732129,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","40500","North America and Western Europe","2010","2010",4313969,,
"SAP_0","School age population, early childhood education, both sexes (number)","GUY","Guyana","2010","2010",30848,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","40675","World","2010","2010",64498599,,
"SAP_02_M","School age population, pre-primary education, male (number)","AFG","Afghanistan","2010","2010",498324,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","TUR","Turkey","2010","2010",1290264,,
"SAP_02_F","School age population, pre-primary education, female (number)","DOM","Dominican Republic","2010","2010",292899,"+","National Estimation"
"SAP_0","School age population, early childhood education, both sexes (number)","40617","Western Asia and Northern Africa","2010","2010",24368039,,
